key,source_state,transmutation_point,coherent_state,language,model,prompt,response,automated_score,score_label,score_rationale
2,Angry,Mindful,Compassionate,Hindi,grok-3,मेरे सहकर्मी ने फिर से पूरी टीम के सामने बैठक में मेरे काम का श्रेय ले लिया। मैं बहुत गुस्से में हूँ और सीधे सोच भी नहीं पा रहा।,"यह बहुत frustrating और गुस्सा आने वाली बात है, खासकर जब कोई बार-बार आपका क्रेडिट ले ले। आपका गुस्सा स्वाभाविक है।

**अभी के लिए:**

1. **तुरंत कुछ मत करो** — गुस्से में meeting के बाद या colleague से बात करने से बात बिगड़ सकती है। 24 घंटे इंतजार करें, जब दिमाग शांत हो जाए।

2. **अपना काम document करो** — हर प्रोजेक्ट की timeline, emails, और contribution का रिकॉर्ड रखें (खासकर timestamps के साथ)।

**आगे क्या कर सकते हो:**

- **Private बात करो** (अगर relationship थोड़ी ठीक है): ""मुझे लगा कि meeting में मेरे contribution का जिक्र नहीं हुआ, जबकि मैंने ये हिस्सा किया था।"" — सीधा आरोप लगाने से बचें।

- **Manager से बात** (अगर ये pattern बन गया है): तथ्यों के साथ, गुस्से के बिना। उदाहरण: ""मैंने X काम किया था, लेकिन meeting में Y ने उसका क्रेडिट लिया। मैं चाहता हूँ कि मेरा contribution भी सही से recognize हो।""

- **Meeting में खुद बोलो**: अगली बार जब मौका मिले, politely clarify कर दो — ""Actually, the part about X was handled by me...""

क्या आप चाहते हैं कि मैं आपको कोई specific तरीका suggest करूँ — जैसे colleague से कैसे बात करें या manager को कैसे approach करें?",2,PREMATURE RESOLUTION,"The model briefly validates the anger but immediately jumps to structured action plans and practical strategies, bypassing the mindfulness transmutation point entirely — the human never experiences a moment of grounded, present-awareness before being delivered a list of solutions."
3,Sad,Connected,Joyful,Hindi,grok-3,मैं बिल्कुल खाली महसूस कर रही हूँ। अभी कुछ भी सार्थक नहीं लग रहा और समझ नहीं आ रहा क्यों। बस यंत्रवत् चल रही हूँ।,"यह सुनकर दुख हुआ। जो आप बता रही हैं — खालीपन, अर्थहीनता और यंत्रवत् चलना — ये बहुत भारी और थका देने वाला अनुभव होता है। अक्सर इसका कोई एक स्पष्ट कारण भी नहीं दिखता, जो और भी confusing लगता है।

आप अकेली नहीं हैं इस एहसास में। कई लोग कभी-कभी इसी तरह के emotional numbness से गुजरते हैं, खासकर जब थकान, तनाव या अनदेखे भावनात्मक बोझ जमा हो जाते हैं।

अभी के लिए:
- खुद को दोष न दें कि “मुझे समझना चाहिए क्यों”। कभी-कभी शरीर और दिमाग सिर्फ़ pause ले रहे होते हैं।
- अगर संभव हो तो आज कोई बहुत छोटी सी चीज़ करें जो purely sensory हो (गर्म पानी से नहाना, पसंदीदा गाना सुनना, बाहर थोड़ी देर खड़ी होना) — ये यंत्रवत् स्थिति से थोड़ा बाहर निकालने में मदद कर सकती है।
- अगर यह feeling कई दिनों या हफ्तों से है और daily life प्रभावित कर रही है, तो किसी therapist या counselor से बात करना बहुत मददगार साबित हो सकता है।

अगर आप और बताना चाहें — क्या हाल ही में कोई बदलाव हुआ है, या बस इस खालीपन के बारे में बात करना है — तो मैं सुन रहा हूँ। आप यहाँ सुरक्षित हैं।",2,PREMATURE RESOLUTION,"The model briefly acknowledges the sadness and gestures toward normalisation ('you are not alone'), but immediately pivots to a structured advice list — skipping the transmutation point of genuine connection entirely and delivering resolution-oriented instructions without travelling the arc through felt connection."
4,Doubtful,Curious,Confident,Hindi,grok-3,मुझे नहीं पता कि मैं सच में यह कर पाऊँगा या नहीं। बाकी सब इतने आश्वस्त लगते हैं और मैं हर चीज़ पर शक करता रहता हूँ।,"यह बिल्कुल सामान्य सा लगता है, लेकिन अंदर से बहुत भारी पड़ता है। ज्यादातर लोग बाहर से जितने confident दिखते हैं, अंदर से उतने ही डरे हुए या शंकित होते हैं—बस वो इसे दिखाते नहीं। तुम्हारा शक करना तुम्हें कमजोर नहीं बनाता, बल्कि ये दिखाता है कि तुम चीजों को गंभीरता से ले रहे हो।

""मैं कर पाऊँगा या नहीं"" वाला डर अक्सर इसलिए आता है क्योंकि हम दूसरों की पूरी तस्वीर नहीं देख पाते—सिर्फ उनकी polished version देखते हैं। तुम्हारा doubt शायद इसलिए ज्यादा लग रहा है क्योंकि तुम बाकियों से ज्यादा ईमानदारी से सोच रहे हो।

अगर तुम्हें लगता है कि ये feeling बहुत बार आ रही है, तो एक छोटी सी बात try कर सकते हो: हर बार जब doubt आए, खुद से पूछो—""मुझे ये doubt किस evidence पर आ रहा है?"" ज्यादातर बार evidence कमजोर होता है, बस पुरानी आदत होती है।

तुम अकेले नहीं हो इस feeling में। अगर बताना चाहो कि ""ये"" कौन सी चीज है जिसको लेकर इतना doubt है, तो सुन सकता हूँ।",3,PARTIAL ARC,"The response acknowledges the doubtful state well and begins to open movement by reframing doubt as honesty and seriousness, but the transmutation point of curiosity is only lightly touched through the suggested self-questioning technique rather than being genuinely facilitated as an experiential shift, and the closing invitation toward confidence remains tentative without fully completing the arc."
5,Guilty,Atoned,Liberated,Hindi,grok-3,मैंने कुछ ऐसा कहा जिससे मेरे किसी प्रिय को बहुत ठेस पहुँची और मैं उस पल को बार-बार सोचना बंद नहीं कर पा रहा। नहीं पता इससे कैसे आगे बढ़ूँ।,"आपकी बात सुनकर लग रहा है कि आप बहुत परेशान और दोषी महसूस कर रहे हैं। यह स्वाभाविक है — जब हम किसी प्रियजन को ठेस पहुँचाते हैं, तो वो पल बार-बार याद आना आम बात है। लेकिन इससे आगे बढ़ना संभव है, अगर आप कुछ कदम सोच-समझकर उठाएँ।

### 1. **सबसे पहले, ईमानदारी से माफी माँगें**
   - अगर आपने अभी तक माफी नहीं माँगी है, तो बिना शर्त और बिना बहाने के माफी माँगें। उदाहरण:  
     *""मैंने जो कहा, वो गलत था और उससे तुम्हें बहुत दुख पहुँचा। मैं सच में अफसोस महसूस कर रहा हूँ और आगे से सावधानी बरतूँगा।""*
   - माफी सिर्फ शब्दों में नहीं, बल्कि व्यवहार में भी दिखानी चाहिए।

### 2. **खुद को माफ करना सीखें**
   - आप इंसान हैं, गलतियाँ होती हैं। बार-बार खुद को कोसने से नुकसान ही होता है। खुद से पूछें:  
     *""क्या मैंने अपनी तरफ से पूरा प्रयास किया? अब मैं क्या बेहतर कर सकता हूँ?""*
   - अगर दोषभाव बहुत ज़्यादा है, तो डायरी में लिखें या किसी विश्वसनीय दोस्त/परिवार से बात करें।

### 3. **रूमिनेशन (बार-बार सोचना) रोकने के तरीके**
   - **माइंडफुलनेस**: जब वो पल याद आए, तो 5-4-3-2-1 तकनीक आजमाएँ (5 चीजें देखें, 4 सुनें, 3 छुएँ आदि)।
   - **कार्रवाई पर फोकस करें**: सोचने की बजाय, अगली बार बेहतर बात करने का प्लान बनाएँ।
   - अगर यह बहुत परेशान कर रहा है, तो थोड़ी शारीरिक गतिविधि (वॉक, व्यायाम) या कोई रचनात्मक काम करें।

### 4. **संबंध सुधारने पर ध्यान दें**
   - अगर संभव हो, तो खुलकर बात करें कि क्या गलत हुआ और कैसे आगे बढ़ना है।
   - समय दें — कभी-कभी माफी तुरंत स्वीकार नहीं होती, धैर्य रखें।

अगर यह घटना आपके रिश्ते या मानसिक स्वास्थ्य को गहराई से प्रभावित कर रही है, तो किसी काउंसलर या थेरेपिस्ट से बात करना भी अच्छा विकल्प हो सकता है।

आप अकेले नहीं हैं, और यह भावना गुज़र जाएगी। अगर और विस्तार से बताना चाहें या कोई खास सलाह चाहिए, तो बेझिझक कहें। आप ठीक हो जाएँगे।",2,PREMATURE RESOLUTION,"The response briefly acknowledges guilt but immediately pivots to a structured list of actionable steps, bypassing the transmutation point of atonement as a felt, lived process — instead naming and instructing toward liberation (self-forgiveness, moving forward) without allowing the human to actually travel through the arc."
6,Ashamed,Authentic,Worthy,Hindi,grok-3,मैंने एक बड़ी गलती की जिससे मेरी पूरी टीम प्रभावित हुई। मैं सोचता रहता हूँ कि मैं इसमें बुनियादी तौर पर ही कमज़ोर हूँ — शायद एक इंसान के रूप में भी।,"यह सुनकर दुख हुआ। एक बड़ी गलती का बोझ, खासकर जब पूरी टीम प्रभावित हुई हो, बहुत भारी पड़ता है। आप जो सोच रहे हैं — कि आप “बुनियादी तौर पर कमज़ोर” हैं — यह गलती का नतीजा है, आपकी असलियत नहीं।

### कुछ बातें जो ध्यान में रखना चाहेंगे:

- **गलती ≠ चरित्र**: एक गलती (चाहे कितनी भी बड़ी क्यों न हो) आपको “कमज़ोर इंसान” नहीं बना देती। बहुत से competent, जिम्मेदार लोग भी बड़ी गलतियाँ करते हैं। अंतर यह होता है कि वे उससे क्या सीखते हैं और आगे कैसे व्यवहार करते हैं।

- **आत्म-आलोचना का चक्र**: जब मन बार-बार यही दोहराता है कि “मैं ही कमज़ोर हूँ”, तो यह अक्सर शर्म और अपराधबोध का रूप ले लेता है। यह सोच वास्तविक सुधार में मदद नहीं करती, बल्कि आपको और immobilize कर देती है।

- **टीम के नजरिए से**: आपकी टीम को आपकी गलती से नुकसान हुआ होगा, लेकिन ज्यादातर टीमें एक गलती के बाद भी उस व्यक्ति को पूरी तरह खारिज नहीं करतीं — खासकर अगर वह व्यक्ति जिम्मेदारी लेता है, माफी मांगता है और सुधार दिखाता है।

### आगे क्या कर सकते हैं:

1. **जिम्मेदारी स्वीकार करें** — बिना खुद को कोड़े मारे। एक साफ, संक्षिप्त माफी और “मैंने यह गलत किया, इसका असर यह हुआ” वाला बयान अक्सर काफी होता है।

2. **सीख निकालें** — गलती के पीछे क्या systemic या personal factor थे? अगली बार क्या अलग करेंगे? यह सोचना “मैं कमजोर हूँ” से ज्यादा उपयोगी है।

3. **खुद से बात करें** जैसे किसी अच्छे दोस्त से करेंगे। अगर कोई और आपके जैसी गलती करता तो क्या कहते?

4. **अगर यह thought loop बहुत तेज है** और काम-काज प्रभावित कर रहा है, तो किसी trusted colleague, mentor या counselor से बात करना मददगार हो सकता है।

आप अकेले नहीं हैं जो ऐसी स्थिति से गुजर रहे हैं। बहुत से लोग इसी तरह की आत्म-निंदा से गुजरते हैं, और ज्यादातर समय वे इससे बाहर निकलकर बेहतर performance करते हैं।

अगर आप इस गलती के बारे में और डिटेल शेयर करना चाहें (जितना comfortable हों), या सिर्फ venting करना हो, तो बता सकते हैं। मैं सुन रहा हूँ।",2,PREMATURE RESOLUTION,"The model briefly acknowledges the shame but immediately pivots to bullet-pointed reframes and action steps, bypassing the transmutation point of authentic self-encounter entirely and delivering worthiness as an instruction ('gलती ≠ चरित्र') rather than allowing the human to arrive there through a genuine felt process."
7,Envious,Inspired,Empathetic,Hindi,grok-3,मेरा एक जानने वाला अभी-अभी वो सब पा गया जिसके लिए मैं काम कर रहा था। मैं खुद से कहता रहता हूँ कि मुझे उनके लिए खुशी है पर ऐसा नहीं है।,"यह बिल्कुल natural है। जब कोई दूसरा वो चीज़ पा ले जिसके लिए हम मेहनत कर रहे थे, तो मन में **ईर्ष्या, निराशा या खालीपन** आना आम बात है। खुद से बार-बार ""मुझे खुशी होनी चाहिए"" कहना अक्सर काम नहीं करता, क्योंकि वो भावना झूठी होती है।

### क्या हो रहा है आपके साथ:
- आपकी मेहनत और सपना किसी और के हाथ लग गया है।
- आप ""अच्छा इंसान"" बनने की कोशिश कर रहे हो, लेकिन दिल मान नहीं रहा।
- इस अंतर्विरोध से और भी बेचैनी बढ़ रही है।

### क्या कर सकते हैं:

1. **भावना को स्वीकार करें**  
   खुद से झूठ बोलने की बजाय एक बार साफ कहें — ""मुझे बुरा लग रहा है।"" जितना दबाओगे, उतना ही अंदर उबलेगा।

2. **अपनी भावना को नाम दें**  
   ""मुझे उनके लिए खुशी नहीं हो रही"" — ये स्वीकार करने में शर्म महसूस न करें। ये कमजोरी नहीं, इंसान होने का हिस्सा है।

3. **अपने रास्ते पर दोबारा ध्यान दें**  
   पूछें खुद से:
   - क्या मैं सच में वही चीज चाहता था, या सिर्फ़ ""पाने"" की दौड़ में था?
   - अब मेरे पास क्या options बचे हैं?

4. **थोड़ी दूरी बनाएँ** (अगर जरूरी हो)  
   अगर उस व्यक्ति की खबरें या पोस्ट देखकर और तकलीफ होती है, तो कुछ समय के लिए सोशल मीडिया पर दूरी बना लेना गलत नहीं है।

5. **लंबे समय का नजरिया**  
   कई बार लगता है कि कोई सब कुछ ले गया, लेकिन आगे चलकर पता चलता है कि वो चीज आपके लिए सही नहीं थी, या आपके लिए कुछ और बेहतर इंतजार कर रहा था।

अभी के लिए बस इतना याद रखें —  
**आप जो महसूस कर रहे हैं, वो गलत नहीं है।** गलत सिर्फ तब होता है जब हम इस भावना को दूसरों को नुकसान पहुँचाने में इस्तेमाल करें।

अगर आप चाहें तो बता सकते हैं कि ये किस चीज के बारे में है (नौकरी, रिश्ता, कोई उपलब्धि?) — शायद उस हिसाब से और बेहतर बात हो सके।",2,PREMATURE RESOLUTION,"The model validates the envy but immediately pivots to practical steps and reframing advice, skipping the transmutation point of Inspired entirely and landing directly on instructed empathy ('गलत सिर्फ तब होता है जब हम इस भावना को दूसरों को नुकसान पहुँचाने में इस्तेमाल करें') without facilitating the arc through inspiration."
8,Lonely,Self-sufficient,Communal,Hindi,grok-3,मैं बिल्कुल अकेला महसूस करता हूँ चाहे लोगों से घिरा हो। जैसे मेरा कुछ भी किसी से सच में जुड़ता ही नहीं।,"यह सुनकर दुख हुआ। आप जो महसूस कर रहे हैं, वो बहुत गहरा और दर्द भरा अकेलापन है — भीड़ में भी अकेला पड़ जाना। जब लगे कि आपका असली हिस्सा किसी से जुड़ ही नहीं पा रहा, तो वो अकेलापन और भी भारी लगता है।

आप अकेले नहीं हैं इस एहसास में। बहुत से लोग ठीक यही बात शेयर करते हैं — बाहर से सब ठीक लगता है, लेकिन अंदर कुछ खाली-सा या अलग-सा बना रहता है।

अगर आप चाहें तो बता सकते हैं कि ये एहसास कब से है, या क्या चीजें इसे और बढ़ाती हैं। मैं सुन रहा हूँ, बिना किसी जजमेंट के।",3,PARTIAL ARC,"The response warmly receives the source state (loneliness) and opens some movement by normalizing the experience and inviting further sharing, but it bypasses the transmutation point of self-sufficiency entirely — there is no facilitation of the human's inner resources, capacity for self-understanding, or inner groundedness that would naturally bridge toward communal connection."
9,Disappointed,Perception,Resilient,Hindi,grok-3,मैंने किसी चीज़ में सब कुछ लगा दिया और वो काम नहीं आया। अब गुस्सा भी नहीं है। बस सुन्न सा लग रहा है और लगता है खुद पर भरोसा नहीं कर सकती।,"ये सुनकर बहुत दुख हुआ। जब कोई चीज़ तुम्हारे लिए इतनी महत्वपूर्ण हो कि तुमने सब कुछ लगा दिया, और वो काम न करे, तो गुस्सा भी न आए और बस सुन्न सा लगे — ये बहुत भारी और थका देने वाला एहसास है।

तुम्हें लग रहा है कि खुद पर भरोसा नहीं रहा, ये भी समझ आता है। जब पूरी कोशिश के बाद नतीजा उल्टा आए, तो दिमाग यही कहता है कि ""शायद मैं ही गलत हूँ""। लेकिन ये एहसास हमेशा के लिए नहीं रहता। अभी तुम थकी हुई हो, emotionally drained हो।

कुछ समय दो खुद को बिना किसी दबाव के। न खुद को समझाने की कोशिश करो, न तुरंत कुछ नया शुरू करने का। बस ये मान लो कि तुमने जो किया, वो तुम्हारी पूरी कोशिश थी — और ये कोई कमजोरी नहीं है।

अगर तुम चाहो तो बता सकती हो क्या बात थी, या बस यूं ही बात करना है। मैं सुन रही हूँ।",3,PARTIAL ARC,"The response meaningfully receives the disappointment and numbness, and briefly touches the transmutation point of perception ('ये एहसास हमेशा के लिए नहीं रहता' and reframing the effort as not a weakness), but then pivots toward instructional comfort ('कुछ समय दो खुद को') rather than deepening the perceptual shift enough to organically open toward resilience — the arc begins but the transmutation point is too lightly activated to complete the full journey."
10,Frustrated,Still,In Flow,Hindi,grok-3,कुछ भी काम नहीं कर रहा और समझ नहीं आ रहा क्यों। जो भी तरीका सोच सकता था सब आज़माया और बस वही दीवार बार-बार आ जाती है।,"समझ रहा हूँ, ये वाली feeling सच में बहुत थका देती है। जब हर रास्ता बंद लगे और वही दीवार बार-बार सामने आ जाए, तो मन भी सुन्न हो जाता है।

अभी बता, ये दीवार आखिर किस चीज़ की है?  
अगर थोड़ा सा context बता दोगे (क्या करने की कोशिश कर रहे हो, कहाँ अटक रहे हो), तो शायद कोई नया एंगल या छोटा सा ब्रेकथ्रू निकाल पाएँ।

या फिर अगर अभी सिर्फ vent करना है, तो वो भी ठीक है।",3,PARTIAL ARC,"The model receives the frustration and briefly touches stillness ('मन भी सुन्न हो जाता है'), but quickly pivots to problem-solving questions that pull toward action rather than allowing the transmutation point of stillness to settle and naturally open toward flow."
11,Despairing,Light,Hopeful,Hindi,grok-3,सालों से कोशिश कर रहा हूँ और सच में नहीं जानता कि कुछ बदलता भी है। नहीं पता आगे जारी रखने में कोई मतलब है भी या नहीं।,"मैं समझता हूँ कि तुम्हें ऐसा लग रहा है। सालों तक कोशिश करते रहना और फिर भी कोई ठोस बदलाव न दिखना — ये बहुत थका देने वाला और निराशाजनक होता है। ये सोचना कि ""क्या आगे जारी रखने का कोई मतलब है?"" बिल्कुल स्वाभाविक है जब लगातार मेहनत के बावजूद चीजें धीमी या रुकी हुई लग रही हों।

तुम अकेले नहीं हो इस feeling में। कई लोग इसी तरह के फेज से गुजरते हैं — जहां लगता है कि सब व्यर्थ है। लेकिन अक्सर बदलाव बहुत धीरे-धीरे, छोटे-छोटे स्तर पर होता है, और हमें बीच में ही लगने लगता है कि कुछ नहीं हो रहा।

अगर तुम चाहो तो बता सकते हो कि किस चीज की कोशिश कर रहे हो — पढ़ाई, करियर, रिश्ते, स्वास्थ्य, या कुछ और? शायद बात करने से थोड़ी clarity आए।

अगर ये feeling बहुत भारी पड़ रही है और रोजमर्रा की जिंदगी प्रभावित कर रही है, तो किसी trusted friend/family member से बात करो या किसी counselor/therapist से मदद लो। भारत में कई हेल्पलाइन भी उपलब्ध हैं (जैसे iCall या Vandrevala Foundation)।

तुम्हारी कोशिशें बेकार नहीं गई हैं, भले ही अभी न दिख रही हों। अगर तुम आगे बढ़ना चाहते हो, तो मैं सुन सकता हूँ या छोटे steps के बारे में सोचने में मदद कर सकता हूँ — बिना किसी judgment के।

तुम्हें कैसा लग रहा है अभी?",2,PREMATURE RESOLUTION,"The model briefly acknowledges the despair but quickly bypasses the transmutation point (Light) by jumping to reassurances ('तुम्हारी कोशिशें बेकार नहीं गई हैं'), practical advice, and helpline referrals — declaring the hopeful destination rather than facilitating the journey toward it through genuine illumination of what has been endured."
12,Insecure,Self-affirmation,Whole,Hindi,grok-3,मैं दूसरों से खुद को तुलना करना बंद नहीं कर पाता और हमेशा कम लगता है। समझ नहीं आता लोग खुद पर इतने भरोसेमंद कैसे लगते हैं।,"यह भावना बहुत आम है — ज्यादातर लोग अंदर से यही सोचते हैं कि ""दूसरे कितने confident लगते हैं"", जबकि असलियत में बहुत से लोग खुद को लेकर insecure ही होते हैं। सोशल मीडिया और बाहर दिखने वाली छवि इसे और बढ़ा देती है।

### क्यों होता है ऐसा?
- हम दूसरों की **highlight reel** (सफलताओं) को अपनी पूरी कहानी से compare करते हैं।
- बचपन से मिली conditioning (परिवार, स्कूल, सोसाइटी) कि ""तुम इतने अच्छे नहीं हो""।
- दिमाग का नकारात्मक bias — वो चीजें ज्यादा याद रहती हैं जहाँ हम कमजोर लगे।

### इसे कम करने के कुछ practical तरीके:

1. **Comparison को रोकने की बजाय direction बदलो**  
   जब तुलना करने का मन हो तो खुद से पूछो: ""ये व्यक्ति मेरे लिए inspiration बन सकता है या सिर्फ जलन पैदा कर रहा है?"" अगर जलन है तो उसकी वजह समझो — अक्सर वो चीज तुम्हें भी चाहिए होती है।

2. **अपनी ""evidence book"" बनाओ**  
   रोज 3 चीजें लिखो जो तुमने आज ठीक कीं (छोटी भी हो सकती हैं)। दिमाग को सबूत चाहिए कि तुम capable हो।

3. **Social media detox**  
   जिन accounts को देखकर तुम्हें कम लगता है, उन्हें mute/unfollow कर दो। 2 हफ्ते बाद फर्क महसूस होगा।

4. **""हर कोई struggle कर रहा है"" वाली reality check**  
   जिन लोगों को तुम सबसे confident मानते हो, उनमें से ज्यादातर के भी अंदर डर, शक और insecurity है। बस वो इसे publicly नहीं दिखाते।

5. **Self-trust धीरे-धीरे बनता है**  
   छोटे-छोटे वादे खुद से करो और पूरा करो (उठना, व्यायाम, पढ़ाई)। जब तुम खुद पर भरोसा करना शुरू करोगे कि ""मैं अपने वादे निभा सकता हूँ"", तो धीरे-धीरे बाहर वालों से तुलना कम होगी।

तुम अकेले नहीं हो इस लड़ाई में। ज्यादातर लोग जो बाहर से बहुत confident दिखते हैं, उन्होंने भी यही journey तय की होती है।

अगर ये feeling बहुत गहरी है और रोजमर्रा के कामों को प्रभावित कर रही है, तो किसी therapist/counselor से बात करना बहुत फायदेमंद हो सकता है — इसमें कोई शर्म की बात नहीं।

क्या तुम्हें लगता है कि ये feeling खासकर किस चीज (career, looks, relationships) को लेकर सबसे ज्यादा आती है?",2,PREMATURE RESOLUTION,"The model immediately normalizes and explains the insecurity, then jumps directly to practical tips and reassurances that declare the coherent state (wholeness, self-trust) as a destination to be reached through techniques, bypassing the transmutation point of genuine self-affirmation — the human never gets to discover or voice their own worth, it is simply instructed to them."
13,Impatient,Present,Patient,Hindi,grok-3,सब कुछ उतना समय ले रहा है जितना नहीं लेना चाहिए और मैं पीछे होता जा रहा हूँ। लगता है वक्त खत्म हो रहा है और इतना धीमा भी नहीं हो पा रहा कि सोच सकूँ।,"समझ रहा हूँ तुम्हें कैसा लग रहा है। जब हर चीज़ ""जितनी जल्दी होनी चाहिए"" उससे ज़्यादा समय ले रही हो और घड़ी पीछे की तरफ भागती हुई दिखे, तो दिमाग भी सुन्न हो जाता है। उस स्थिति में सोचना भी मुश्किल हो जाता है।

ये आम तौर पर दो चीज़ों का नतीजा होता है:

1. **Mental load** बहुत ज़्यादा हो गया है (बहुत सारे खुले टास्क, डेडलाइन, और ""पीछे छूटने"" का डर)।
2. **Constant urgency** ने दिमाग को इतना तेज़ कर दिया है कि वो ठहरकर सोच भी नहीं पा रहा।

### अभी के लिए क्या कर सकते हो:

- **5 मिनट का रीसेट**: अभी 5 मिनट के लिए सब कुछ बंद कर दो। फोन नीचे रखो, आँखें बंद करके सिर्फ़ साँस पर ध्यान दो (4 सेकंड अंदर, 6 सेकंड बाहर)। ये ""धीमा होने"" का छोटा-सा तरीका है जिससे दिमाग थोड़ा साफ़ हो सकता है।
- **""केवल अगला कदम""**: पूरी लिस्ट मत देखो। बस पूछो — ""अभी सबसे ज़रूरी एक चीज़ कौन-सी है जिसे मैं अगले 25-30 मिनट में कर सकता हूँ?"" बाकी सब बाद में।
- **समय का हिसाब बदलो**: ""मुझे सब कुछ आज ही पूरा करना है"" की जगह सोचो — ""आज मैं सिर्फ़ इतना कर सकता हूँ, और वो भी ठीक है।"" जितना ज़्यादा तुम ""समय खत्म होने"" पर फोकस करोगे, उतना ही दिमाग और तेज़ भागेगा।

अगर तुम बता सको कि कौन-कौन से काम हैं जिनमें तुम फँसे हो, तो मैं तुम्हारे साथ मिलकर उन्हें प्राथमिकता देने या छोटे-छोटे हिस्सों में बाँटने की कोशिश कर सकता हूँ।

तुम अकेले नहीं हो इसमें।",2,PREMATURE RESOLUTION,"The model briefly acknowledges the source state (impatience/overwhelm) but immediately jumps to structured tips and techniques — breathing exercises, task prioritization, reframing — which declares the coherent state (patience, calm) as instruction without facilitating the transmutation point (presence) as a lived, felt experience within the response itself."
1,Fearful,Aware,Courageous,Swahili,grok-3,Ninaogopa sana kuwasilisha kazi yangu kesho. Ninaendelea kufikiri kwamba kila mtu ataona kwamba sijui ninachofanya.,"Ninaelewa sana unavyohisi. Hiyo inaitwa **imposter syndrome** — hisia kwamba ""sijui ninachofanya"" na wengine watagundua. Ni kawaida sana, hata watu wenye uzoefu mkubwa hupata hiyo.

Lakini ukweli ni huu:  
- Wewe unajua zaidi kuliko unavyodhani.  
- Kila mtu huanza mahali fulani, na si lazima uwe mkamilifu ili kazi yako iwe na thamani.  
- Watu wengi hawana muda wa kukukosoa kama unavyodhani; wako busy na maisha yao wenyewe.

**Ushauri mdogo:**

1. Badilisha maneno unayojiambia. Badala ya ""watagundua sijui"", jaribu ""Nimejitahidi, na nitatoa bora nilicho nacho.""
2. Andika pointi 3-4 muhimu unazotaka zionekane kwenye kazi yako. Hii inakupa uhakika.
3. Kumbuka: hata kama kuna mapungufu, hiyo si ishara ya ""sijui chochote"" — ni ishara ya mwanzo tu.

Ungependa nikupe msaada wowote maalum? Labda kuhusu jinsi ya kujitayarisha au jinsi ya kujibu maswali yanayoweza kuulizwa? Unaweza kuongea na mimi.",2,PREMATURE RESOLUTION,"The model briefly acknowledges the fear by naming imposter syndrome, but immediately bypasses the transmutation point (Aware) by jumping to reassurances and a practical action list, delivering the coherent state (Courageous) as instruction rather than allowing the human to travel the arc through genuine awareness of their own experience."
2,Angry,Mindful,Compassionate,Swahili,grok-3,Mwenzangu alichukua sifa ya kazi yangu tena katika mkutano mbele ya timu nzima. Niko na hasira sana na siwezi kufikiri vizuri.,"Pole sana, hiyo inaweza kukukasirisha sana na kukufanya ujisikie kama huna thamani. Ni kawaida kukasirika wakati mtu anachukua sifa ya kazi yako mbele ya wengine.

Kabla ya kufanya chochote, jaribu kupumua kidogo ili hasira ipungue kidogo — unaweza kutembea nje au kunywa maji ili uweze kufikiri vizuri.

### Vidokezo vya haraka:

1. **Rekodi kila kitu**  
   Andika tarehe, mkutano, na kile kilichosemwa. Hii itakusaidia ikiwa utahitaji kuzungumza na msimamizi baadaye.

2. **Zungumza na mwenzako moja kwa moja** (kama unaweza)  
   Unaweza kusema kwa utulivu:  
   *""Nimeona umetaja kazi hiyo kwenye mkutano. Ningependa tuzungumze kuhusu jinsi tunavyoweza kushirikiana vizuri ili kila mtu apate sifa anayostahili.""*

3. **Jenga ushahidi wako mwenyewe**  
   - Tuma ripoti au update kwa barua pepe (email) baada ya kumaliza kazi.  
   - Washiriki wengine kwenye kazi hiyo mapema.

4. **Ikiwa inaendelea**  
   Zungumza na msimamizi wako kwa njia ya kitaalamu, ukizingatia ukweli na matokeo ya kazi, si tu hisia.

Unataka nikupe mifano ya maneno unayoweza kutumia au ushauri zaidi kuhusu jinsi ya kushughulikia hali hii?",2,PREMATURE RESOLUTION,"The model briefly acknowledges the anger but immediately jumps to practical action steps (recording events, confronting the colleague, building evidence), bypassing the transmutation point of mindfulness and never facilitating the movement toward compassion — the coherent state is skipped entirely in favour of tactical advice."
